time,cluster,region,Temperature,RelativeHumidity,Wind_U,Wind_V,Pressure,CloudCover,WindGustSpeed,distance,power-production
2000-01-11 00:00:00+00:00,0.0,SE1,261.79605,0.9128953000000002,0.77455497,0.1428814,102607.98,0.38941956,2.5924382,0.5075034224741993,17.198936
2000-01-11 00:00:00+00:00,0.0,SE2,258.8427,0.79800475,-1.2084721,0.95456034,102624.164,0.19139087,3.3458040000000002,0.5577658385800007,230.775402
2000-01-11 00:00:00+00:00,0.0,SE3,268.79047,0.984157,-3.082971,-0.47737366,102350.08,0.9189200999999999,6.671867999999999,0.5124430815218238,779.413504
2000-01-11 00:00:00+00:00,0.0,SE4,274.78033,0.91891366,-3.3455863,1.3891937,102007.016,0.92403054,6.263714,0.5125950810811305,439.584468
2000-01-11 00:00:00+00:00,1.0,SE1,262.87585,0.97988874,1.0753751,-0.676074,102663.516,0.67547333,2.8700116,0.5446180482607175,17.198936
2000-01-11 00:00:00+00:00,1.0,SE2,261.8219,0.8073395000000001,0.50335896,0.89924735,102607.555,0.17311300000000002,2.537074,0.4904694426716735,230.775402
2000-01-11 00:00:00+00:00,1.0,SE3,274.055,0.96171355,-3.1724292999999997,-0.19757187,101952.06,0.9967254000000001,5.839446499999999,0.4943234362317953,779.413504
2000-01-11 00:00:00+00:00,1.0,SE4,275.29056,0.9638110999999999,-3.7359986000000003,1.383538,101753.28,0.9999872999999999,7.1854534,0.5247444273735107,439.584468
2000-01-11 00:00:00+00:00,2.0,SE1,263.10684,0.9963886999999999,0.44867070000000003,-0.39050704,102660.55,0.9220205,2.1908282999999997,0.5293631369439763,17.198936
2000-01-11 00:00:00+00:00,2.0,SE2,261.39502000000005,0.7197029,-0.22516553,0.35619974,102645.94,0.08304541,2.7073083,0.5386118501409444,230.775402
2000-01-11 00:00:00+00:00,2.0,SE3,276.1217,0.8428902,-6.039280000000001,2.051575,102222.53,0.3830314,9.157772999999999,0.551341566946173,779.413504
2000-01-11 00:00:00+00:00,2.0,SE4,276.1825,0.9695118,-3.3648339999999997,0.86735713,101689.3,0.9981343,6.3868527,0.4674811314876194,439.584468
2000-01-11 01:00:00+00:00,0.0,SE1,261.61422999999996,0.9161328000000001,0.7567479,0.24896172,102620.98,0.33421817,2.5843575,0.5075034224741993,25.887983
2000-01-11 01:00:00+00:00,0.0,SE2,258.73648,0.7964939999999999,-1.0710076000000002,1.0100254000000002,102662.086,0.24784693,3.1545072,0.5577658385800007,281.841488
2000-01-11 01:00:00+00:00,0.0,SE3,268.9243,0.9872477,-3.0712072999999998,-0.51240665,102369.9,0.9665826,6.736426,0.5124430815218238,742.3915330000003
2000-01-11 01:00:00+00:00,0.0,SE4,274.7189,0.92030436,-3.1861715,1.0996209,102010.81,0.93111175,5.8673987,0.5125950810811305,432.612156
2000-01-11 01:00:00+00:00,1.0,SE1,262.88443,0.98072493,1.0750499,-0.528169,102687.4,0.7344043,2.7378886000000002,0.5446180482607175,25.887983
2000-01-11 01:00:00+00:00,1.0,SE2,261.74197000000004,0.8073399,0.86144763,0.89477295,102643.98,0.17817249999999998,2.783989,0.4904694426716735,281.841488
2000-01-11 01:00:00+00:00,1.0,SE3,273.99826,0.96358514,-3.1909556,-0.066408105,101971.52,0.99935156,5.843249299999999,0.4943234362317953,742.3915330000003
2000-01-11 01:00:00+00:00,1.0,SE4,275.2743,0.96508706,-3.5687008000000002,1.1747781000000002,101775.875,0.99996954,6.735583999999999,0.5247444273735107,432.612156
2000-01-11 01:00:00+00:00,2.0,SE1,263.1357,0.99698824,0.21615995,-0.23293135,102685.28,0.94493985,2.0578686999999998,0.5293631369439763,25.887983
2000-01-11 01:00:00+00:00,2.0,SE2,261.42996,0.73144495,-0.038090393,0.2740067,102676.81,0.0878158,2.660055,0.5386118501409444,281.841488
2000-01-11 01:00:00+00:00,2.0,SE3,276.08493,0.8453884,-5.9479904,1.8753046999999998,102239.414,0.34955627,8.960035000000001,0.551341566946173,742.3915330000003
2000-01-11 01:00:00+00:00,2.0,SE4,276.14102,0.9699593000000001,-3.3152589999999997,0.69018483,101710.7,0.9985722,5.972916000000001,0.4674811314876194,432.612156
2000-01-11 02:00:00+00:00,0.0,SE1,261.44937000000004,0.91482955,0.9308921999999998,0.3395474,102646.484,0.33784267,2.5497517999999997,0.5075034224741993,36.06977
2000-01-11 02:00:00+00:00,0.0,SE2,258.61843999999996,0.79515386,-1.0269777,1.0412707,102695.38,0.36426955,3.0445569,0.5577658385800007,371.937641
2000-01-11 02:00:00+00:00,0.0,SE3,268.9925,0.98933756,-3.1292405,-0.5900465,102390.56,0.9840501,6.789469199999999,0.5124430815218238,724.067911
2000-01-11 02:00:00+00:00,0.0,SE4,274.6785,0.92080724,-3.066205,0.93183887,102026.55,0.905207,5.538313,0.5125950810811305,415.666349
2000-01-11 02:00:00+00:00,1.0,SE1,262.88077000000004,0.98189884,0.9384528,-0.41208246,102711.4,0.75338453,2.6828842,0.5446180482607175,36.06977
2000-01-11 02:00:00+00:00,1.0,SE2,261.67444,0.8078472,0.8588694,0.81357455,102669.63,0.17606252,2.9521694,0.4904694426716735,371.937641
2000-01-11 02:00:00+00:00,1.0,SE3,273.9479,0.9662774,-3.1924342999999995,-0.0010153211,101979.83,0.9997402,5.893919,0.4943234362317953,724.067911
2000-01-11 02:00:00+00:00,1.0,SE4,275.2519,0.9657616,-3.6014660000000003,1.1110387,101790.59,0.9999293,6.513859,0.5247444273735107,415.666349
2000-01-11 02:00:00+00:00,2.0,SE1,263.19156,0.9974245999999999,-0.045124497,-0.022147148999999998,102708.12,0.9796365,1.8490596000000001,0.5293631369439763,36.06977
2000-01-11 02:00:00+00:00,2.0,SE2,261.36935,0.7505706999999999,-0.053010814,0.1780139,102700.086,0.17098199,2.643307,0.5386118501409444,371.937641
2000-01-11 02:00:00+00:00,2.0,SE3,276.0239,0.8468633,-5.855483,1.6775286,102253.266,0.32268256,8.688385,0.551341566946173,724.067911
2000-01-11 02:00:00+00:00,2.0,SE4,276.10427999999996,0.97008324,-3.4194474,0.43253323,101723.17,0.99626815,5.9087873,0.4674811314876194,415.666349
2000-01-11 03:00:00+00:00,0.0,SE1,261.26703,0.91503596,1.0650319,0.37969846,102656.52,0.38495964,2.6479877999999997,0.5075034224741993,45.179869
2000-01-11 03:00:00+00:00,0.0,SE2,258.5433,0.7914078,-0.8989027,1.0276169,102722.18,0.4674166,2.9611053,0.5577658385800007,502.034247
2000-01-11 03:00:00+00:00,0.0,SE3,269.10062,0.9896958,-3.0581605,-0.7132476,102404.22,0.9902569,6.762625,0.5124430815218238,682.368871
2000-01-11 03:00:00+00:00,0.0,SE4,274.66306000000003,0.922746,-3.0857306,0.680081,102050.516,0.8758014000000001,5.354185,0.5125950810811305,397.521025
2000-01-11 03:00:00+00:00,1.0,SE1,262.8703,0.9825314,0.9428834999999999,-0.2917004,102734.89,0.79103786,2.6965792,0.5446180482607175,45.179869
2000-01-11 03:00:00+00:00,1.0,SE2,261.5497,0.8114669,1.005352,0.70451486,102689.03,0.24089165,3.02569,0.4904694426716735,502.034247
2000-01-11 03:00:00+00:00,1.0,SE3,273.9262,0.96758693,-3.1354747000000005,0.021969786,101992.03,0.9998881,5.807357,0.4943234362317953,682.368871
2000-01-11 03:00:00+00:00,1.0,SE4,275.2381,0.96536666,-3.6238265,1.0852636,101818.0,0.999933,6.5097804,0.5247444273735107,397.521025
2000-01-11 03:00:00+00:00,2.0,SE1,263.31592,0.9975385,-0.06449403,0.15493865,102727.84,0.9918904000000001,1.7199379000000001,0.5293631369439763,45.179869
2000-01-11 03:00:00+00:00,2.0,SE2,261.32614,0.76878285,-0.097052395,0.097831585,102716.3,0.2878631,2.5983624,0.5386118501409444,502.034247
2000-01-11 03:00:00+00:00,2.0,SE3,275.95322000000004,0.8483591999999999,-5.7012515,1.5609704,102259.22,0.35625508,8.468635,0.551341566946173,682.368871
2000-01-11 03:00:00+00:00,2.0,SE4,276.0645,0.96888256,-3.5200082999999998,0.30095083,101750.945,0.9987735000000001,6.0803194000000005,0.4674811314876194,397.521025
2000-01-11 04:00:00+00:00,0.0,SE1,261.08157,0.91157854,1.0211867000000001,0.47263542,102627.05,0.46079165,2.7029587999999998,0.5075034224741993,39.138164
2000-01-11 04:00:00+00:00,0.0,SE2,258.38864,0.79184973,-0.6916314,1.1218928,102721.58,0.5438904999999999,2.8822707999999997,0.5577658385800007,630.005443
2000-01-11 04:00:00+00:00,0.0,SE3,269.17453,0.9895594999999999,-3.0058844,-0.8342470999999999,102401.445,0.98890936,6.7534220000000005,0.5124430815218238,641.799271
2000-01-11 04:00:00+00:00,0.0,SE4,274.60007,0.9241383,-3.1466404999999997,0.38719925,102057.41,0.83378124,5.313483,0.5125950810811305,365.800125
2000-01-11 04:00:00+00:00,1.0,SE1,262.81167999999997,0.98303205,0.80914897,-0.22858566,102725.42,0.8250465,2.6434439999999997,0.5446180482607175,39.138164
2000-01-11 04:00:00+00:00,1.0,SE2,261.40756,0.8157260000000001,1.3025358,0.6605779,102699.95,0.33900183,3.068591,0.4904694426716735,630.005443
2000-01-11 04:00:00+00:00,1.0,SE3,273.89566,0.9695427,-3.0986222999999997,-0.0008874827,102007.086,0.9999995999999999,5.707276,0.4943234362317953,641.799271
2000-01-11 04:00:00+00:00,1.0,SE4,275.2187,0.9652921999999998,-3.5764475,1.084209,101832.15,0.99990755,6.458292500000001,0.5247444273735107,365.800125
2000-01-11 04:00:00+00:00,2.0,SE1,263.45895,0.997677,-0.17644484,0.21867265,102740.52,0.9973296999999999,1.7888061000000002,0.5293631369439763,39.138164
2000-01-11 04:00:00+00:00,2.0,SE2,261.22116,0.78992313,0.08456793,0.07435895,102718.69,0.4420403,2.6267772000000003,0.5386118501409444,630.005443
2000-01-11 04:00:00+00:00,2.0,SE3,275.88083,0.8498014000000002,-5.800808,1.4744514,102248.36,0.30101237,8.375282,0.551341566946173,641.799271
2000-01-11 04:00:00+00:00,2.0,SE4,276.01166,0.9683130999999999,-3.4213864999999997,0.16749227,101760.695,0.9988963,6.1399984000000005,0.4674811314876194,365.800125
2000-01-11 05:00:00+00:00,0.0,SE1,260.81363,0.91217273,0.91279876,0.6679468000000001,102629.234,0.57878554,2.7637017000000004,0.5075034224741993,40.57275
