time,cluster,region,ensemble_member,x,y,Temperature,RelativeHumidity,Wind_U,Wind_V,Pressure,CloudCover,WindGustSpeed,distance
2000-03-06 00:00:00,0.0,SE1,4.5,189379.00052966102,329143.98146186443,255.98668,0.9601016,-2.273966,-0.20904526,101370.95,0.99990666,4.064683,0.5075034224741993
2000-03-06 00:00:00,0.0,SE2,4.5,14551.631058304398,39558.280207881224,261.91138,0.96412534,-2.6710007,1.5916847,100796.555,0.9879416,6.085593,0.5577658385800007
2000-03-06 00:00:00,0.0,SE3,4.5,-2779.5236672794117,-401977.6525735294,269.96918,0.95737636,-3.245826,-0.39892548,100326.67,1.0,6.647786,0.5124430815218238
2000-03-06 00:00:00,0.0,SE4,4.5,72276.49851190476,-681235.3869047619,271.91507,0.9545007,-2.799937,-0.98578364,100029.12,0.9640036,5.0533137,0.5125950810811305
2000-03-06 00:00:00,1.0,SE1,4.5,270273.2144396552,267221.1223060345,259.00296,0.95194864,-2.1424825,-0.12993035,101328.195,0.9999581,3.8917568,0.5446180482607175
2000-03-06 00:00:00,1.0,SE2,4.5,153139.59375,139836.05729166666,261.0606,0.9695793,-2.25705,0.31541407,101062.74,0.99993384,4.3202934,0.49046944267167353
2000-03-06 00:00:00,1.0,SE3,4.5,-141450.9234913793,-510020.2596982759,272.24634,0.95826125,-2.6714458,-0.283286,100010.305,0.9959817,5.328855,0.4943234362317953
2000-03-06 00:00:00,1.0,SE4,4.5,-130593.5143581081,-697709.0033783783,272.5132,0.9277099,-4.0418873,0.701978,99810.41,0.9601286,7.05249,0.5247444273735107
2000-03-06 00:00:00,2.0,SE1,4.5,341104.33733974356,437848.8934294872,255.3892,0.96019405,-1.9615521,-0.35905868,101645.25,0.99929667,3.3998404,0.5293631369439763
2000-03-06 00:00:00,2.0,SE2,4.5,74714.59375,-110530.609375,265.3229,0.9627653,-1.930374,-0.13267536,100734.875,0.98921305,4.0696487,0.5386118501409444
2000-03-06 00:00:00,2.0,SE3,4.5,193514.59375,-585330.6229166667,272.79727,0.88288295,-4.5182724,0.113567695,100178.87,0.885331,6.3045797,0.551341566946173
2000-03-06 00:00:00,2.0,SE4,4.5,-86695.93256578948,-808804.3092105263,272.70676,0.9442369,-5.234548,-0.3715746,99717.35,0.99249434,8.662716,0.4674811314876194
2000-03-06 01:00:00,0.0,SE1,4.5,189379.00052966102,329143.98146186443,255.80775,0.961532,-2.2927349,-0.24988821,101359.48,0.99991214,4.036043,0.5075034224741993
2000-03-06 01:00:00,0.0,SE2,4.5,14551.631058304398,39558.280207881224,261.60715,0.9674958,-2.6014962,1.4397126,100776.05,0.9852444,5.660604,0.5577658385800007
2000-03-06 01:00:00,0.0,SE3,4.5,-2779.5236672794117,-401977.6525735294,269.87744,0.95839846,-3.1773715,-0.48280993,100319.45,1.0,6.432846,0.5124430815218238
2000-03-06 01:00:00,0.0,SE4,4.5,72276.49851190476,-681235.3869047619,271.7707,0.95595455,-2.802916,-1.2045437,100017.08,0.97247154,5.1414165,0.5125950810811305
2000-03-06 01:00:00,1.0,SE1,4.5,270273.2144396552,267221.1223060345,258.63916,0.9530907,-2.1579037,-0.24755064,101321.63,0.9999047,3.7998,0.5446180482607175
