time,cluster,region,ensemble_member,x,y,Temperature,RelativeHumidity,Wind_U,Wind_V,Pressure,CloudCover,WindGustSpeed,distance
2000-02-07 00:00:00,0.0,SE1,4.5,189379.00052966102,329143.98146186443,252.63812,0.93795896,-0.4381763,-1.6304941,101598.85,0.99923503,3.489404,0.5075034224741993
2000-02-07 00:00:00,0.0,SE2,4.5,14551.631058304398,39558.280207881224,256.55972,0.9451425,-0.50823635,-1.3323706,101399.58,0.9207128,3.0173333,0.5577658385800007
2000-02-07 00:00:00,0.0,SE3,4.5,-2779.5236672794117,-401977.6525735294,262.8315,0.9501525,0.87950516,-0.05909056,101350.79,0.8952053,2.035713,0.5124430815218238
2000-02-07 00:00:00,0.0,SE4,4.5,72276.49851190476,-681235.3869047619,268.4682,0.8783762,3.660352,0.5275999,101539.99,0.9113269,6.278073,0.5125950810811305
2000-02-07 00:00:00,1.0,SE1,4.5,270273.2144396552,267221.1223060345,253.46834,0.940153,0.7224954,-2.5453691,101482.08,0.9969407,4.824457,0.5446180482607175
2000-02-07 00:00:00,1.0,SE2,4.5,153139.59375,139836.05729166666,253.93796,0.9362541,-0.478524,-2.1952093,101458.21,0.98758674,4.6997304,0.49046944267167353
2000-02-07 00:00:00,1.0,SE3,4.5,-141450.9234913793,-510020.2596982759,267.62714,0.9237097,1.2356167,1.5881355,101380.99,0.9677507,3.523698,0.4943234362317953
2000-02-07 00:00:00,1.0,SE4,4.5,-130593.5143581081,-697709.0033783783,268.2224,0.8476668,1.947227,1.4737908,101597.914,0.59491485,4.355043,0.5247444273735107
2000-02-07 00:00:00,2.0,SE1,4.5,341104.33733974356,437848.8934294872,252.28589,0.9504498,-0.65752006,-1.235298,101635.04,0.9860588,3.3412085,0.5293631369439763
2000-02-07 00:00:00,2.0,SE2,4.5,74714.59375,-110530.609375,258.20737,0.94829965,1.1362497,-1.3784174,101304.336,0.96667105,3.6173706,0.5386118501409444
2000-02-07 00:00:00,2.0,SE3,4.5,193514.59375,-585330.6229166667,269.69092,0.757951,5.1207995,-1.6047852,101338.914,0.92048645,8.04078,0.551341566946173
2000-02-07 00:00:00,2.0,SE4,4.5,-86695.93256578948,-808804.3092105263,268.2956,0.89663583,1.7519668,0.72828203,101692.12,0.604332,3.6485133,0.4674811314876194
2000-02-07 01:00:00,0.0,SE1,4.5,189379.00052966102,329143.98146186443,252.3261,0.9364487,-0.6480972,-1.4667643,101537.27,0.9973667,3.2560406,0.5075034224741993
2000-02-07 01:00:00,0.0,SE2,4.5,14551.631058304398,39558.280207881224,256.30637,0.9417895,-0.61753845,-1.1789705,101382.3,0.91055703,2.8114364,0.5577658385800007
2000-02-07 01:00:00,0.0,SE3,4.5,-2779.5236672794117,-401977.6525735294,262.87506,0.94951504,0.8607703,0.10687334,101348.945,0.9471182,2.0587955,0.5124430815218238
2000-02-07 01:00:00,0.0,SE4,4.5,72276.49851190476,-681235.3869047619,268.4437,0.8783903,3.8151853,0.464801,101565.92,0.8852362,6.513208,0.5125950810811305
2000-02-07 01:00:00,1.0,SE1,4.5,270273.2144396552,267221.1223060345,253.42358,0.9390024,0.8962836,-2.4678698,101456.17,0.999418,4.7546086,0.5446180482607175
2000-02-07 01:00:00,1.0,SE2,4.5,153139.59375,139836.05729166666,253.79094,0.9342296,-0.46298435,-1.9566863,101423.22,0.99503654,4.275747,0.49046944267167353
2000-02-07 01:00:00,1.0,SE3,4.5,-141450.9234913793,-510020.2596982759,267.6655,0.9180242,1.2487444,2.0020337,101376.375,0.92293257,4.065286,0.4943234362317953
2000-02-07 01:00:00,1.0,SE4,4.5,-130593.5143581081,-697709.0033783783,268.2889,0.8533295,1.8649698,1.6153518,101597.78,0.67138284,4.458092,0.5247444273735107
2000-02-07 01:00:00,2.0,SE1,4.5,341104.33733974356,437848.8934294872,252.14473,0.9495161,-0.35198456,-1.1651038,101591.83,0.99311405,3.2420385,0.5293631369439763
2000-02-07 01:00:00,2.0,SE2,4.5,74714.59375,-110530.609375,258.0216,0.9459341,1.0474143,-1.3439859,101284.61,0.96534127,3.515345,0.5386118501409444
2000-02-07 01:00:00,2.0,SE3,4.5,193514.59375,-585330.6229166667,269.676,0.7639106,5.2480454,-1.3281639,101374.02,0.9110308,8.063985,0.551341566946173
2000-02-07 01:00:00,2.0,SE4,4.5,-86695.93256578948,-808804.3092105263,268.20596,0.90394443,1.8197654,0.5135031,101693.29,0.53549373,3.590611,0.4674811314876194
2000-02-07 02:00:00,0.0,SE1,4.5,189379.00052966102,329143.98146186443,251.92291,0.9358012,-0.6779122,-1.1477906,101497.68,0.9950399,3.0361571,0.5075034224741993
2000-02-07 02:00:00,0.0,SE2,4.5,14551.631058304398,39558.280207881224,256.00616,0.9405417,-0.71837205,-1.0428082,101348.74,0.89129955,2.5514185,0.5577658385800007
2000-02-07 02:00:00,0.0,SE3,4.5,-2779.5236672794117,-401977.6525735294,262.99432,0.9489636,0.79492223,0.22911692,101353.484,0.96652174,2.0685148,0.5124430815218238
2000-02-07 02:00:00,0.0,SE4,4.5,72276.49851190476,-681235.3869047619,268.36957,0.88058466,3.7492797,0.39596522,101577.05,0.8732646,6.622609,0.5125950810811305
2000-02-07 02:00:00,1.0,SE1,4.5,270273.2144396552,267221.1223060345,253.57968,0.9364086,0.73059434,-2.3179579,101417.12,0.99957657,4.6050067,0.5446180482607175
2000-02-07 02:00:00,1.0,SE2,4.5,153139.59375,139836.05729166666,253.65323,0.9352355,-0.4527763,-1.692539,101385.305,0.99503136,3.9332569,0.49046944267167353
2000-02-07 02:00:00,1.0,SE3,4.5,-141450.9234913793,-510020.2596982759,267.67157,0.9150902,1.2106346,2.3671646,101365.195,0.8036357,4.5499034,0.4943234362317953
2000-02-07 02:00:00,1.0,SE4,4.5,-130593.5143581081,-697709.0033783783,268.41205,0.86371374,1.809262,1.8351341,101583.76,0.68027294,4.521283,0.5247444273735107
2000-02-07 02:00:00,2.0,SE1,4.5,341104.33733974356,437848.8934294872,252.15631,0.94743574,-0.31441,-1.0586027,101564.58,0.99703723,2.9351017,0.5293631369439763
2000-02-07 02:00:00,2.0,SE2,4.5,74714.59375,-110530.609375,257.76462,0.94539267,0.9799051,-1.2606541,101267.71,0.95487696,3.3447547,0.5386118501409444
2000-02-07 02:00:00,2.0,SE3,4.5,193514.59375,-585330.6229166667,269.69504,0.7693363,5.5115786,-1.0289606,101398.96,0.8767869,8.157392,0.551341566946173
2000-02-07 02:00:00,2.0,SE4,4.5,-86695.93256578948,-808804.3092105263,268.0314,0.90779936,1.7680657,0.43886727,101696.33,0.45496255,3.424095,0.4674811314876194
2000-02-07 03:00:00,0.0,SE1,4.5,189379.00052966102,329143.98146186443,251.57281,0.93500257,-0.7074933,-1.0035908,101449.87,0.98922634,2.740582,0.5075034224741993
2000-02-07 03:00:00,0.0,SE2,4.5,14551.631058304398,39558.280207881224,255.58324,0.9435397,-0.71507156,-0.9585928,101307.53,0.79803205,2.4268513,0.5577658385800007
2000-02-07 03:00:00,0.0,SE3,4.5,-2779.5236672794117,-401977.6525735294,263.15628,0.95039344,0.71395963,0.3763255,101330.11,0.9514034,2.1127777,0.5124430815218238
2000-02-07 03:00:00,0.0,SE4,4.5,72276.49851190476,-681235.3869047619,268.14563,0.8874493,3.4794016,0.48745188,101575.47,0.7464214,6.3100357,0.5125950810811305
2000-02-07 03:00:00,1.0,SE1,4.5,270273.2144396552,267221.1223060345,253.6034,0.93649876,0.784856,-2.2554958,101391.305,0.999302,4.3683863,0.5446180482607175
2000-02-07 03:00:00,1.0,SE2,4.5,153139.59375,139836.05729166666,253.4372,0.9389562,-0.26110634,-1.4881878,101340.914,0.9918881,3.5443773,0.49046944267167353
