time,cluster,region,ensemble_member,x,y,Temperature,RelativeHumidity,Wind_U,Wind_V,Pressure,CloudCover,WindGustSpeed,distance
2000-01-10 00:00:00,0.0,SE1,4.5,189379.00052966102,329143.98146186443,268.11575,0.96147263,2.450693,-0.71873116,102457.89,0.3238842,4.5903254,0.5075034224741993
2000-01-10 00:00:00,0.0,SE2,4.5,14551.631058304398,39558.280207881224,263.65866,0.8605501,-0.20196335,0.8117279,102694.5,0.28473815,2.532506,0.5577658385800007
2000-01-10 00:00:00,0.0,SE3,4.5,-2779.5236672794117,-401977.6525735294,268.41028,0.8850017,-1.4323529,0.050593898,102716.49,0.6828241,3.4208195,0.5124430815218238
2000-01-10 00:00:00,0.0,SE4,4.5,72276.49851190476,-681235.3869047619,274.0639,0.9251486,-4.7026596,0.98826146,102555.71,0.80153775,7.6721463,0.5125950810811305
2000-01-10 00:00:00,1.0,SE1,4.5,270273.2144396552,267221.1223060345,269.83838,0.94862175,2.957783,-1.5637192,102394.7,0.35890007,6.054753,0.5446180482607175
2000-01-10 00:00:00,1.0,SE2,4.5,153139.59375,139836.05729166666,268.0133,0.95548666,1.8531692,-0.9863866,102606.016,0.22855619,3.8673892,0.49046944267167353
2000-01-10 00:00:00,1.0,SE3,4.5,-141450.9234913793,-510020.2596982759,272.1777,0.8006501,-4.1379523,0.0893974,102341.67,0.38217163,7.9359126,0.4943234362317953
2000-01-10 00:00:00,1.0,SE4,4.5,-130593.5143581081,-697709.0033783783,274.3608,0.80467564,-6.9106846,2.446213,101998.75,0.496029,12.739663,0.5247444273735107
2000-01-10 00:00:00,2.0,SE1,4.5,341104.33733974356,437848.8934294872,264.78342,0.97515804,1.9524974,-1.4624547,102221.87,0.961842,4.475755,0.5293631369439763
2000-01-10 00:00:00,2.0,SE2,4.5,74714.59375,-110530.609375,264.67224,0.74656916,1.125106,-0.2459879,102759.195,0.21721478,2.8793304,0.5386118501409444
2000-01-10 00:00:00,2.0,SE3,4.5,193514.59375,-585330.6229166667,274.06152,0.9547837,-2.0344424,1.9045852,102770.45,0.7352058,4.896059,0.551341566946173
2000-01-10 00:00:00,2.0,SE4,4.5,-86695.93256578948,-808804.3092105263,275.1233,0.8236696,-6.797186,2.7490919,101923.83,0.68994796,12.514399,0.4674811314876194
2000-01-10 01:00:00,0.0,SE1,4.5,189379.00052966102,329143.98146186443,267.67404,0.9620798,2.2908542,-0.65024173,102469.6,0.30294344,4.4140406,0.5075034224741993
2000-01-10 01:00:00,0.0,SE2,4.5,14551.631058304398,39558.280207881224,263.47485,0.858684,-0.3199978,0.9482125,102681.664,0.2657716,2.6586845,0.5577658385800007
2000-01-10 01:00:00,0.0,SE3,4.5,-2779.5236672794117,-401977.6525735294,268.2649,0.8860858,-1.4958981,-0.13956197,102703.58,0.6509778,3.4915986,0.5124430815218238
2000-01-10 01:00:00,0.0,SE4,4.5,72276.49851190476,-681235.3869047619,274.36255,0.91758,-5.0717716,1.3298849,102472.305,0.7213197,8.254976,0.5125950810811305
